In a hole in the ground there lived a hobbit. NA NA															
He was only a little hobbit you must remember. NA NA															
“In lots of ways	” said Gandalf. NA NA														
“But in what way this one has been hidden we don’t know without going to see. NA NA															
From what it says on the map I should guess there is a closed door which has been made to look exactly like the side of the Mountain. NA NA															
That is the usual dwarves’ method—I think that is right	isn’t it?” NA NA														
“Quite right	” said Thorin. NA NA														
“Also	” went on Gandalf	“I forgot to mention that with the map went a key	a small and curious key. NA NA												
Here it is!” he said	and handed to Thorin a key with a long barrel and intricate wards	made of silver. NA NA													
“Keep it safe!” NA NA															
“Indeed I will	” said Thorin	and he fastened it upon a fine chain that hung about his neck and under his jacket. NA NA													
“Now things begin to look more hopeful. NA NA															
This news alters them much for the better. NA NA															
So far we have had no clear idea what to do. NA NA															
We thought of going East	as quiet and careful as we could	as far as the Long Lake. NA NA													
After that the trouble would begin—.” NA NA															
“A long time before that	if I know anything about the roads East	” interrupted Gandalf. NA NA													
“We might go from there up along the River Running	” went on Thorin taking no notice	“and so to the ruins of Dale—the old town in the valley there	under the shadow of the Mountain. NA NA												
But we none of us liked the idea of the Front Gate. NA NA															
The river runs right out of it through the great cliff at the South of the Mountain	and out of it comes the dragon too—far too often	unless he has changed his habits.” NA NA													
“That would be no good	” said the wizard	“not without a mighty Warrior	even a Hero. NA NA												
I tried to find one; but warriors are busy fighting one another in distant lands	and in this neighbourhood heroes are scarce	or simply not to be found. NA NA													
Swords in these parts are mostly blunt	and axes are used for trees	and shields as cradles or dish-covers; and dragons are comfortably far-off (and therefore legendary). NA NA													
That is why I settled on burglary—especially when I remembered the existence of a Side-door. NA NA															
